user_id,cap,content_score,friend_score,network_score,sentiment_score,english_score,universal_score
450921524,0.008048111281043234,0.2,0.4,0.6,0.6,0.03546593341354506,0.14812070832967303
3020691,0.0021984408773070953,0.4,0.7,1.6,0.6,0.05333128056896264,0.04447883217419818
54655771,0.0033536770167744536,0.2,0.4,1.3,0.4,0.03546593341354506,0.07651310672792835
2407663362,0.005213309669283597,0.9,0.9,1.6,2.1,0.04918384795249982,0.11116719108518804
14574167,0.0024313661894161103,0.5,0.7,0.3,0.4,0.05333128056896264,0.05202936550695904
2407663362,0.005213309669283597,0.9,0.9,1.6,2.1,0.04918384795249982,0.11116719108518804
239622350,0.005213309669283597,0.3,0.9,1.2,0.5,0.038503444945083086,0.11116719108518804
2990022554,0.01859922727344653,1.5,0.9,2.3,1.5,0.1807672693005155,0.23633691139538376
29890099,0.026940288992638697,3.2,1.6,4.0,2.9,0.1807672693005155,0.28378247513569405
58985343,0.0024313661894161103,2.5,0.4,3.0,2.6,0.038503444945083086,0.05202936550695904
141975693,0.003116817556886547,0.6,0.5,1.4,0.3,0.04918384795249982,0.07089257330076087
2792367378.0,,,,,,,
25726800,0.011448498001345467,1.2,0.9,3.1,3.4,0.10827700665723966,0.18207903130928815
231257304,0.0027296301902785666,0.2,0.4,0.3,0.2,0.03546593341354506,0.06078011352084069
41738320,0.007183846426565749,0.8,0.8,0.4,0.8,0.07343326191269153,0.13802618960216584
164948552,0.0019358455432931132,2.9,0.4,1.0,3.6,0.027677698437753848,0.03508264339315584
2433471057,0.005778300973814037,2.4,0.7,3.5,1.6,0.19374947883382485,0.11956986651967942
17365259,0.003626193494014071,1.1,0.8,0.5,0.4,0.06783456974919343,0.0825396626774012
384126185,0.0043042404804791,0.8,0.8,1.3,2.2,0.07343326191269153,0.09590276214117437
7.155544712464876e+17,,,,,,,
64015950,0.0029102973297387607,0.5,0.7,2.1,0.8,0.038503444945083086,0.06565556198004287
4760751432.0,,,,,,,
2226281376,0.003116817556886547,0.3,0.8,0.3,0.6,0.03546593341354506,0.07089257330076087
1220065236,0.006431292840898396,1.2,0.7,1.1,0.9,0.14589765727494236,0.1285158337598371
457799289,0.0024313661894161103,3.4,0.4,0.5,1.6,0.038503444945083086,0.05202936550695904
26423417,0.0027296301902785666,0.9,0.6,1.8,0.6,0.038503444945083086,0.06078011352084069
21331022,0.0024313661894161103,0.3,0.7,0.7,0.3,0.03265990956683609,0.05202936550695904
277681409,0.008048111281043234,0.4,0.6,1.2,0.2,0.1167953743919475,0.14812070832967303
3045306697,0.007183846426565749,0.2,0.8,1.0,0.3,0.038503444945083086,0.13802618960216584
524975106,0.0016912294273666159,0.4,0.4,0.5,0.3,0.027677698437753848,0.0254864249403189
4885087783,0.026940288992638697,0.6,0.7,2.2,1.0,0.08592399976334196,0.28378247513569405
41834556,0.0023079208238384373,0.2,0.5,0.5,0.2,0.04918384795249982,0.04811366570775446
3166107756,0.005213309669283597,0.6,0.5,0.8,0.4,0.045343501437382056,0.11116719108518804
206426536,0.005213309669283597,3.5,1.6,2.6,4.5,0.19374947883382485,0.11116719108518804
2446597946.0,,,,,,,
7.678157431613686e+17,,,,,,,
33508806,0.003626193494014071,0.6,0.9,0.6,0.6,0.05780718298413593,0.0825396626774012
2597372640,0.009037049400998034,0.8,0.9,1.9,0.6,0.10827700665723966,0.15881746424200632
41637913,0.0033536770167744536,0.7,0.7,2.1,0.5,0.045343501437382056,0.07651310672792835
15727697,0.005778300973814037,1.7,0.6,2.8,2.2,0.09286695366967546,0.11956986651967942
2925983153,0.4458600035841122,0.9,2.8,4.0,1.4,0.7565854729457974,0.7855076010068447
2259774984,0.0027296301902785666,0.6,0.8,0.4,0.6,0.04918384795249982,0.06078011352084069
3291336953.0,,,,,,,
35653424,0.012907437350993261,0.7,1.2,3.5,3.2,0.05780718298413593,0.19466773728450495
23345560.0,,,,,,,
16792302,0.0027296301902785666,0.4,0.7,0.5,0.2,0.05333128056896264,0.06078011352084069
2441031696,0.021041094138717433,2.3,1.2,3.8,2.1,0.23688377651035014,0.25152334764543
160279987,0.005213309669283597,1.3,1.2,1.0,2.0,0.06263387811083082,0.11116719108518804
735854815,0.004725361816828223,1.7,0.9,1.7,1.7,0.14589765727494236,0.10328573467123618
401090263,0.011448498001345467,0.5,1.1,0.4,0.6,0.16847316644464133,0.18207903130928815
4194513621,0.06747906081432216,0.2,1.4,0.6,0.3,0.28621206238390096,0.4336774335329319
2491878745,0.06747906081432216,2.2,1.4,1.6,1.3,0.40086139116347386,0.4336774335329319
708646188174548992,0.026940288992638697,1.2,1.3,0.8,2.8,0.3039573320934062,0.28378247513569405
7.892244489099796e+17,,,,,,,
3706994834,0.010164988287386762,0.3,0.8,1.0,0.3,0.13558257714003935,0.1701324265302999
789755286,0.011448498001345467,1.1,1.4,0.5,0.4,0.10030935716061677,0.18207903130928815
1859515387,0.29676876603976116,3.4,2.3,1.7,3.7,0.6884177623265628,0.7081126267613624
513774875,0.023811568542435598,3.3,1.1,2.3,2.7,0.42151725890598224,0.26734400306340506
88804584,0.0033536770167744536,0.3,0.6,0.3,0.3,0.045343501437382056,0.07651310672792835
1655699976,0.0043042404804791,0.5,2.3,1.0,2.5,0.04918384795249982,0.09590276214117437
705486907275239425,0.014565852401308765,4.4,1.9,1.3,2.2,0.23688377651035014,0.2079055732880228
357084920,0.012907437350993261,1.8,0.8,0.4,1.0,0.07945465272791494,0.19466773728450495
